index	url	date	headline	body	source
0	https://www.scmp.com/news/hong-kong/law-and-crime/article/3078006/coronavirus-police-arrest-54-hong-kong-prince-edward	2020-04-02	Coronavirus: police arrest 54 at Hong Kong Prince Edward protest, but none over social-distancing rules	Hong Kong police arrested 54 people during a protest in Kowloon on Tuesday night, though none of them fell foul of rules on public gatherings brought in amid the coronavirus epidemic. coronavirus epidemic A resident as young as 12 was among those detained. But some lawyers and legislators on Wednesday accused officers of nonetheless abusing the public health crisis, by having the metal strips removed from arrested demonstrators’ surgical masks, saying they were dangerous. From Sunday, groups of more than four have been banned in public, as the city tries to curb the spread of Covid-19, which by Wednesday had infected 765 people locally, with four related deaths. The practicality of the measures was tested when anti-government protesters gathered at Prince Edward MTR station to mark seven months since a controversial clearance operation there, during intense unrest which has gripped the city since June last year. Rumours have led some to believe police killed protesters during a clearance operation at the station on August 31 last year, despite repeated official denials and a lack of any evidence. anti-government protesters gathered at Prince Edward MTR station intense unrest which has gripped the city since June last year Hong Kong police put social-distancing rules to test at protesters’ monthly gathering Hong Kong police put social-distancing rules to test at protesters’ monthly gathering Many demonstrators on Tuesday left after leaving floral tributes at the station, while others gathered and hurled abuse at police. Officers warned those present that they were part of an unlawful assembly, before the more than 50 arrests.  Police said all of the arrested, 43 men and 11 women aged 12 to 70, were engaged in offences including illegal assembly, public disorder, possession of instrument fit for unlawful purpose, and theft, while no one was held or fined for violating the social-distancing rules. The force added that officers had stopped and searched 75 individuals in the area, and taken their personal details for further investigation.  “The police did not arrest any of them or issue them with a summons under any regulations,” a spokesperson for the force said, adding that it reserved the right to take further action.   Lawyers who helped some detainees inside Mong Kok Police Station, near the MTR facility in question, said officers requested that they remove metal strips from surgical masks that they wanted to hand to their clients. The masks, commonly worn by Hongkongers during the epidemic, are intended to stymie the spread of infection.  Janet Pang Ho-yan, a lawyer who provided assistance to about 10 arrestees on Tuesday night, said they had taken new surgical masks to detained protesters after their face coverings were replaced by “very thin, paper-like” masks provided by officers. She said that, as officers regarded metal strips embedded in the masks as “dangerous objects”, she and other lawyers tore open the coverings and took out the strips inside before handing the supplies to police. Coronavirus: six-week-old boy among 51 newly confirmed patients 2 Apr 2020 Coronavirus: six-week-old boy among 51 newly confirmed patients 2 Apr 2020 “[Detainees] could not fix the masks properly on their faces to block the virus without metal strips,” she said. “The police practice is actually putting both detainees and officers at high risk of infection.” According to Chapter 49 of the Police General Orders, duty officers should ensure that detained people do not have any object with which they could harm themselves or others, “or any implement with which an escape may be effected”. Separately, restaurants which support the anti-government movement have accused police of abusing social-distancing rules to suppress their business. Since Saturday evening, restaurants have had to limit the number of diners at each table to four, and separate each table by 1.5 metres (4.9 feet).   Lung Mun Cafe, a Hung Hom establishment which has branded itself a “yellow business” – a term denoting support for the protest movement – posted on Facebook on Monday that officers dispersed queues outside the restaurant to stop people getting takeaway. Civic Party lawmaker Jeremy Tam Man-ho said officers requested Cafe Seasons in Central, which is operated by a son of pro-democracy media tycoon Jimmy Lai Chi-ying, to close its doors on Monday, to check the ID of its customers. “Such acts by police are an intimidation of pro-democracy businesses under the pretext of epidemic prevention,” Tam said. But a senior police source said officers inspected restaurants if they received complaints about crowds, regardless of business owners’ political views.   “We received complaints against restaurants that support and oppose the government, but we act fairly in accordance with the law. Those who dislike police will certainly jump out and accuse us of abusing our power,” the source said. The source added that officers needed to check diners’ identities as many people have reportedly breached quarantine orders. “Those who breach the order will be listed as a wanted person, and could be walking around the streets or eating at restaurants ... Checking identification is an important means to picking up these people. If not, opponents would accuse us of failing to catch the offenders.” Europe faces Easter indoors as Spain’s virus cases surge past 100,000 2 Apr 2020 Europe faces Easter indoors as Spain’s virus cases surge past 100,000 2 Apr 2020 Asked if enforcement instructions had been given to frontline officers, Secretary for Food and Health Sophia Chan Siu-chee stressed that the law was intended to enhance social distancing, rather than lead to prosecutions.    “It depends on different circumstances but I believe officers know how to handle and make a balance when it comes to law enforcement,” she said. 	SCMP
1	https://www.scmp.com/news/hong-kong/law-and-crime/article/3077907/three-teens-arrested-after-early-morning-firebomb	2020-04-01	Three teens arrested after early-morning firebombing at Hong Kong police station, the 17th such attack since January	Three students were arrested after five petrol bombs were thrown into a police station in northern Hong Kong in the early hours of Wednesday, the third firebomb attack on the city’s force in the past 10 days and 17th of the young year. The attack on Tai Po Police Station happened shortly before 2.30am, and was the second of its kind this week. On Monday, three petrol bombs were thrown into Happy Valley Police Station. three petrol bombs were thrown into Happy Valley Police Station Officers used extinguishers to douse the flames before firefighters arrived at the station on On Po Lane. Before Wednesday, there had been 16 separate firebomb attacks involving 71 petrol bombs against police buildings, including staff quarters, through the first three months of this year, according to police. Seven men and one woman, aged 16 to 62, have been arrested for alleged ties to three of the attacks. Hong Kong police say they are dealing with “almost unprecedented” number of bomb attempts Hong Kong police say they are dealing with “almost unprecedented” number of bomb attempts Assistant Tai Po district commander Johnson Chong Shing-yat on Wednesday said police had noticed a surge in the number of youths, including students, involved in recent cases.  “They might think that because they are young, they will receive a lighter sentence or even not be criminally liable [if caught]. That is a wrong impression,” he said. He warned that making or possessing a petrol bomb is a serious act and that arson carries a maximum penalty of life in prison, adding he believed some youths arrested in the anti-government protests of the past 10 months had been incited by false information.  “Police never tolerate any criminal acts and we will follow up these cases seriously and bring lawbreakers to justice,” he said.  So far, more than 7,000 people have been arrested for various protest-related offences, including rioting, possessing explosives and firearms without a licence, and arson. According to police, two in five of those arrested have been students, more than 1,100 of which were still in secondary school. In the latest firebombing at Tai Po Police Station, a police source said: “Three of the petrol bombs were hurled into the car park of the station. The other two landed near the gate at the entrance of the car park.” Remand in jail for student caught with petrol bomb during unrest in November Remand in jail for student caught with petrol bomb during unrest in November Three black-clad suspects wearing masks and gloves were seen running from the scene. At the time, officers from Tai Po district’s task force were carrying out an anti-crime operation nearby. They intercepted two male suspects, both aged 18, near the station. A sergeant was injured when the pair put up a struggle, and police said the two teenagers were eventually subdued and arrested. The third suspect, a 16-year-old boy, ran for more than 500 metres before being stopped by police on Yuen Shin Road. All three are Form Four and Form Five students at the same secondary school in the district. The source said he believed it was part of ongoing flash-mob attacks to “burn doghouses” across the city. Anti-government protesters use the term “doghouse” to refer to officers’ homes or police stations. He said officers were investigating whether someone had put the teenagers up to the attack. As of Wednesday afternoon, the suspects were being held for questioning and none had been charged. According to police, no damage was done to vehicles parked at the station and no evacuation was needed. Hong Kong police put social-distancing rules to test at protesters’ monthly gathering Hong Kong police put social-distancing rules to test at protesters’ monthly gathering Police were still searching for three suspects wanted in connection with Monday’s Happy Valley incident. A week earlier, there was a similar firebomb attack at the police married quarters compound in Sheung Shui. In that incident, three petrol bombs were thrown into the car park, leaving two cars blackened. Officers arrested a 62-year-old man outside the building in connection with the attack, the fourth at the site in six weeks. No one was injured. Security around police quarters has been enhanced since January, after a message reading “burn doghouse” was posted on Telegram, an app frequently used by anti-government protesters. On January 29 and 30, there were petrol bomb attacks on four police stations and a patrol car within 24 hours, in a wave of action apparently intended to force the government to completely close the city’s borders with mainland China, and supply more protective gear to residents in response to the coronavirus epidemic. 	SCMP
2	https://www.scmp.com/news/hong-kong/law-and-crime/article/3077786/hong-kong-protests-remand-jail-student-17-who-was	2020-03-31	Hong Kong protests: Remand in jail for student, 17, who was caught with hammer, petrol bomb in his backpack	A 17-year-old student in Hong Kong was remanded in jail by a court on Tuesday after he admitted to carrying a petrol bomb and hammer near a crime scene during a protest four months ago. The defendant, Choi Tsz-kit, was arrested at around 5am on November 11, the day when radical protesters caused citywide traffic disruptions in a campaign that aimed to bring the city to a standstill. radical protesters Tuen Mun Court heard Choi was among three people in the vicinity of an MTR Light Rail station in Tuen Mun vandalised by anti-government protesters, but no evidence showed that the student from Youth College of the Vocational Training Council took part in defacing the railway facility. Police officers subdued the defendant after a chase, but were unable to catch the other two. They found a petrol bomb in Choi’s backpack, and seized a 35cm hammer which he dumped on the ground during the run. Choi pleaded guilty to possessing offensive weapons in a public place, an offence which is accompanied by a custodial sentence. His lawyers told Acting Principal Magistrate Cheung Kit-yee the backpack did not belong to him, and Choi had only intended to carry it for other protesters temporarily. They added it was an out-of-character incident and the defendant was sorry. Hong Kong protests: Telegram group operator faces incitement charges over ‘provoking others to murder officers and bomb police stations’ Hong Kong protests: Telegram group operator faces incitement charges over ‘provoking others to murder officers and bomb police stations’ Cheung adjourned sentencing to April 14 to assess the student’s suitability to receive correctional training in either a rehabilitation or detention centre.  The law stipulates that offenders of the charge under Section 33 of the Public Order Ordinance must be handed a custodial sentence, unless they are aged below 14. Nobody was charged in relation to the vandalised MTR Light Rail station.  	SCMP
3	https://www.scmp.com/news/hong-kong/education/article/3077670/hong-kong-student-arrested-after-forum-university-science	2020-03-31	Hong Kong student arrested after forum at University of Science and Technology turned violent	A Hong Kong University of Science and Technology student was arrested on Monday in connection with an incident at the university last year during which at least four other students were injured. On November 6, hundreds of students met HKUST president Wei Shyy to discuss Chow Tsz-lok, a second-year computer science undergraduate who fell from a car park near an area of confrontation between anti-government protesters and police two days before. Chow was in critical condition in hospital at the time and died two days later. During the dialogue at the campus’ Jockey Club Atrium, Shyy was urged by angry students to condemn what they claimed was police brutality. Chaos erupted at the forum after a mainland student was said to have pushed a local to the ground without offering an apology. A melee ensued leaving at least four people injured. Thousands of Hongkongers pay homage to deceased student Chow Tsz-lok Thousands of Hongkongers pay homage to deceased student Chow Tsz-lok A police spokesman said a student had subsequently filed a complaint and officers arrested a final year student in Tuen Mun at about 6am on Monday morning.  The spokesman said the man had been detained and added further arrests were possible. A university spokesman said it would closely monitor the development of the situation and would provide suitable help to the student involved.  Chow’s death sparked both peaceful and violent protests involving clashes with police.  The exact circumstances of the fall remain unclear, but many protesters blame police, who were at the time conducting a clearance operation nearby against a group trying to disrupt an officer’s wedding. Some have also accused the police of delaying medical help for Chow, who waited 30 minutes for an ambulance to arrive. However, the force said no officers entered the car park during that time. 	SCMP
4	https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3077648/hong-kong-wages-could-drop-20-cent-2020-city	2020-03-31	Hong Kong wages could drop 20 per cent in 2020 for city blighted by coronavirus pandemic, impact of anti-government protests	Hongkongers’ monthly pay could plunge 20 per cent this year as the city reels from the Covid-19 pandemic and the lasting impact of the anti-government protests that broke out last summer, job market experts have predicted. Covid-19 pandemic anti-government protests The forecasts were made as official figures published on Monday revealed the median wage increased 3.8 per cent year on year to HK$18,200 (US$2,350), in data not reflecting the grim economic picture in Hong Kong today, they said. The Census and Statistics Department released the wage data in its 2019 annual earnings and hours survey of about 10,000 business ventures. Despite city’s woes, workers can expect 3 per cent pay rise next year, survey finds 31 Oct 2019 Despite city’s woes, workers can expect 3 per cent pay rise next year, survey finds 31 Oct 2019 Dr Felix Yip Wai-kwong, associate director of the centre for human resources strategy and development at Baptist University, said: “The samples collected from last May and June do not reflect the influence of the protests that started in the latter half of last year. “With the double hit of the protests and the coronavirus outbreak, almost all walks of life in Hong Kong have been hit hard with employees being laid off or having to take unpaid leave.  “I think this year’s median monthly wage will see a negative increase and may drop to around HK$14,000.” The government survey found the median monthly wage of Hong Kong employees in May and June 2019 was HK$18,200, 3.8 per cent higher than the HK$17,500 from the same period in 2018.  Those aged 15 to 24 earned HK$13,700 per month, amounting to a 5.3 per cent year-on-year increase.  The survey also showed a 3.6 per cent increase in the median hourly wage in May and June, from HK$70.5 in 2018 to HK$73 last year. The pay analysis excludes government employees, student interns and those on work experience, and live-in domestic workers as exempted by the Minimum Wage Ordinance.   Yip said it would take a long time for Hong Kong’s economy to recover and urged the government to contain the virus and fast-track the release of the HK$10,000 handout for each permanent resident – due in July – to stimulate consumption once the epidemic is brought under control. Alexa Chow Yee-ping, managing director of AMAC Human Resources Consultants, said the annual survey results were out of date. “The government should offer half-yearly figures or even quarterly figures which are ideal to reflect the recent situations,” Chow said. Hong Kong newspaper vendor who lost job due to pandemic jailed for stealing masks 30 Mar 2020 Hong Kong newspaper vendor who lost job due to pandemic jailed for stealing masks 30 Mar 2020 Chow said with the economy in the doldrums, many employees in the city faced losing their jobs, leave without pay or salary cuts. “If the government survey includes the unpaid leave conditions, I would expect that median monthly wage to drop between 10 and 20 per cent,” she said. “I don’t think coronavirus alone could do much damage to Hong Kong’s economy if the companies were healthy before the virus came,” Chow said. “But the problem is many companies here were already struggling to survive when the anti-extradition protests started last June. Many only have the cash flow for three to six months.” Coronavirus: Chinese companies cut salaries and staff in industries hit hardest by Covid-19 Coronavirus: Chinese companies cut salaries and staff in industries hit hardest by Covid-19 Chow accused the government of being too slow to bailout companies and criticised officials for excluding industries such as retail and catering from health crisis funding. health crisis funding. Hong Kong’s unemployment rate surged to 3.7 per cent in the period between December 2019 and February this year, the highest in more than nine years, according to the government. Yip estimated the unemployment rate would rise to 5 per cent. Jobless ‘need HK$35,000 handouts’ as coronavirus batters Hong Kong’s poor 26 Mar 2020 Jobless ‘need HK$35,000 handouts’ as coronavirus batters Hong Kong’s poor 26 Mar 2020 Hong Kong has recorded more than 680 coronavirus infections since the outbreak late last year, with four patients dying. Also battering businesses were the anti-government protests, which were triggered last June by the now-withdrawn extradition bill and turned city streets into battle zones between police and radicals. 	SCMP
5	https://www.scmp.com/news/hong-kong/education/article/3077584/harrow-hong-kong-drops-amnesty-international-programme	2020-03-31	Harrow Hong Kong drops ‘Amnesty International’ programme after parents raise concerns		SCMP
6	https://www.scmp.com/news/hong-kong/law-and-crime/article/3077607/hong-kong-protests-telegram-group-operator-faces	2020-03-30	Hong Kong protests: Telegram group operator faces incitement charges over ‘provoking others to murder officers and bomb police stations’		SCMP
7	https://www.scmp.com/news/hong-kong/politics/article/3077271/language-barriers-some-hong-kong-restaurants-still-cite	2020-03-28	Language barriers: some Hong Kong restaurants still cite Covid-19 in turning away Mandarin speakers – but at what cost?		SCMP
8	https://www.scmp.com/news/hong-kong/hong-kong-economy/article/3077299/hong-kong-drops-sixth-new-global-financial-centre	2020-03-27	Hong Kong drops to sixth in new global financial centre rankings, leapfrogged by Tokyo, Shanghai and Singapore		SCMP
9	https://www.scmp.com/news/hong-kong/law-and-crime/article/3077029/hong-kong-opposition-politician-arrested-alleged	2020-03-26	Hong Kong protests: opposition politician arrested under colonial-era offence of sedition after Facebook post about police officer		SCMP
