	url	date	headline	body	source
0	https://www.scmp.com/news/hong-kong/politics/article/3034693/taiwan-rebuts-hong-kongs-claims-it-hindering-surrender	2019-10-26	Taiwan rebuts Hong Kong’s claims it is hindering surrender of murder suspect whose case sparked extradition bill crisis and mass protests	Taiwan has hit back against Hong Kong’s claims it was hindering the surrender of the murder suspect whose case sparked the extradition bill crisis, and urged the city’s government to take real action instead of bickering over the matter. extradition bill crisis The rebuttal came on Saturday, hours after the Hong Kong government issued a statement demanding Taiwan clear the hurdles for Chan Tong-kai’s voluntary surrender to authorities on the self-ruled island to face justice for the murder of his pregnant girlfriend. In response, Taiwan’s Mainland Affairs Council said it was not to blame for the impasse. “The key issues in the case are the sense of responsibility of the Hong Kong government and the genuine willingness of the suspect [to return]. The Hong Kong government does not need to say so much, it just needs to take actions,” the council said in a statement. Taiwanese Premier Su Tseng-chang said Chan would be arrested “immediately” upon his arrival.	SCMP
1	https://www.scmp.com/news/hong-kong/transport/article/3034692/train-services-hong-kong-could-finally-return-normal-only	2019-10-27	Train services to Hong Kong could finally return to normal, but only if protesters don’t smash up stations again this weekend	Train services in Hong Kong could finally return to normal after next week, the city’s transport chief said on Saturday – but only if its stations are not vandalised again this weekend. Secretary for Transport and Housing Frank Chan Fan also dismissed suggestions the stations had been closed for political reasons, and said early closing times had been implemented as a matter of public safety in the wake of the violent protests that have swept across the city since June. Train services were fully suspended on October 6, and services on the MTR have only partially resumed since then, with stations still closing two or more hours early. Some critics have said the move amounted to imposing a curfew. While the daily services have run until 11pm since Wednesday, the MTR Corporation announced trains would stop running at 10pm on Saturday and Sunday because of the higher risk of violence. Peaceful protest rallies in Hong Kong Peaceful protest rallies in Hong Kong Peaceful protest rallies in Hong Kong The rail operator said the decision was made after a joint risk assessment with relevant government departments.	SCMP
2	https://www.scmp.com/news/world/united-states-canada/article/3034669/hong-kong-chile-lebanon-protests-erupt-around-world	2019-10-27			SCMP
3	https://www.scmp.com/news/hong-kong/politics/article/3034600/online-shopping-gets-boost-wary-hong-kong-consumers-stay	2019-10-26	Online shopping gets a boost as wary Hong Kong consumers stay home to avoid protests	Hong Kong’s political turmoil, now in its fifth month, has given an unexpected boost to online shopping, e-retailers say. “It has been so hard to push online retailing in the city in the past few years mostly because shopping is so convenient [around the city],” says Eric Sun Yung-tson, founding vice-chairman of Hong Kong O2O E-Commerce Federation, the digital retail promotion alliance representing 100 companies with online services. “Now the tables are turned.” Sun, who is also managing director of cookware maker Kinox, says he himself has stopped going to stores in recent months and now shops online for fashion items.	SCMP
4	https://www.scmp.com/news/hong-kong/politics/article/3034628/safeguards-place-protect-rights-hong-kong-children-arrested	2019-10-29	Safeguards in place to protect the rights of Hong Kong children arrested for breaking the law during anti-government protests	The rights of young offenders are in the spotlight with around 140 protesters aged below 16 having been arrested in Hong Kong’s ongoing anti-government unrest. Three were sent to a home for children and youth when they should have returned to school in September. Two of them were released after their families applied for a judicial review of their cases, but the third remained at the home for almost a month. With no end in sight to the protests, and more arrests being made, there have been concerns about the rights of Hong Kong’s youngest detainees. 1. How old are the youngest protesters arrested? 1. How old are the youngest protesters arrested? As of October 21, around 140 minors arrested aged between 12 and 15, according to figures obtained by the Post.	SCMP
5	https://www.scmp.com/news/hong-kong/politics/article/3034655/hong-kong-government-will-consider-commission-inquiry	2019-10-26	Hong Kong government ‘will consider’ commission of inquiry into police handling of protests if public is dissatisfied with watchdog’s report	Hong Kong’s beleaguered government will consider setting up a widely demanded commission of inquiry if the public is dissatisfied with the police watchdog’s report into the use of force by officers during more than four months of chaotic and violent protests, sources have told the Post. Post. The revelation goes a step beyond Chief Executive Carrie Lam Cheng Yuet-ngor’s recent promise to explore alternatives if the report of the Independent Police Complaints Council (IPCC), due by the end of this year, does not placate the protest movement and its supporters. Lam has so far rejected this core demand by protesters for an independent inquiry into allegations of police brutality since the public backlash against her now-withdrawn extradition bill began in June, saying it should be left to the IPCC.    She is worried about how the 30,000 strong police force will react, given that officers see themselves as the victims rather than perpetrators of violence.	SCMP
6	https://www.scmp.com/news/hong-kong/education/article/3034664/hong-kong-students-form-human-chain-outside-swimming-gala	2019-10-26	Hong Kong students form human chain outside swimming competition to protest against cut in number of spectators and alleged ban on chanting slogans	About 100 students from 20 elite schools in Hong Kong formed a human chain outside an interschool swimming gala on Friday to protest against restrictions imposed on the competition, including a cut in the number of spectators and an alleged ban on chanting political slogans. While the students did not shout any protest slogans at the venue during the contest, they shouted “Liberate Hong Kong; revolution of our times” during the prize distribution ceremony at around 5.30pm. At lunchtime, about 100 students who represented their school’s cheering squad formed a 200-metre-long human chain outside Kowloon Park swimming pool, wrapping around the corner of Nathan Road and Austin Road. The students chose to mask their faces, but donned their school uniforms. They also sang﻿ Glory to Hong Kong, the theme song of anti-government protesters. Glory to Hong Kong Some finalist swimmers also sported water-resistant stickers with anti-government slogans which read “Liberate Hong Kong; revolution of our times”.	SCMP
7	https://www.scmp.com/news/hong-kong/transport/article/3034661/hong-kong-airlines-earns-warning-air-transport-licensing	2019-10-26	Hong Kong Airlines earns warning from Air Transport Licensing Authority over financial tailspin	"Hong Kong’s airline licensing body on Friday warned it would take “appropriate action” in the business affairs of Hong Kong Airlines as it publicly criticised the carrier’s slumping financial performance. The Air Transport Licensing Authority (ATLA) – a statutory body with the power to shut down carriers and approve new ones – said it told the city’s third-largest airline to take “immediate and concrete” steps to “effectively improve its financial situation” after a meeting on Friday with airlines officials. Hong Kong Airlines has been under government scrutiny since December and the company has been the target of regular public statements urging it to repair its financial situation. “Having considered the information recently submitted by [Hong Kong Airlines], the ATLA is of the view that HKA’s financial situation has shown no sign of improvement,” the independent licensing body said. We will continue to review and adjust our operation to respond to market demand and cater to our changing business needs
Hong Kong Airlines spokeswoman The carrier, backed by the debt-laden Chinese conglomerate HNA Group, saw its financial condition worsen as Hong Kong’s protest crisis intensified."	SCMP
8	https://www.scmp.com/news/hong-kong/politics/article/3034660/hong-kong-tells-taipei-stop-politicising-murder-suspect	2019-10-26	Hong Kong tells Taipei to stop politicising murder suspect Chan-Tong Kai’s case and clear path for him to face justice in Taiwan	Hong Kong has urged Taiwan to stop politicising the case of a murder suspect whose case ignited the city’s extradition bill crisis and to clear the hurdles for his surrender to the self-ruled island as soon as possible. “Taiwan should not irresponsibly question Chan [Tong-kai]’s motivation and politicise the case, as Chan is a remorseful young man and he is willing to face his guilt,” the government said in a statement on Friday night. Chan is accused of murdering his pregnant girlfriend Poon Hiu-wing in Taiwan last year before fleeing back to Hong Kong. Earlier in the day, an Anglican priest who is assisting the 20-year-old denied accusations that Chan’s voluntary surrender to Taiwan was a plot initiated by the Beijing-friendly Kuomintang (KMT). Murder suspect who triggered Hong Kong’s protest crisis issues apology as he leaves prison Murder suspect who triggered Hong Kong’s protest crisis issues apology as he leaves prison Murder suspect who triggered Hong Kong’s protest crisis issues apology as he leaves prison Reverend Canon Peter Koon Ho-ming made it clear he took the initiative to visit Chan in jail about six months ago after learning the suspect had graduated from a secondary school run by his church.	SCMP
9	https://www.scmp.com/news/hong-kong/politics/article/3034654/hong-kong-election-officials-avoided-pro-democracy-icon	2019-10-26	Hong Kong election officials avoided pro-democracy icon Joshua Wong’s candidacy ruling for district council elections, government source says	After the official in charge of vetting activist Joshua Wong Chi-fung’s candidacy for upcoming elections took indefinite sick leave, not one election officer on Hong Kong Island agreed to take the job, the Post has learned. Post When the three eligible returning officers refused to take the post, according to a government source on Friday, the government was forced to appoint Laura Liang Aron, from Yau Tsim Mong district in Kowloon, to replace Dorothy Ma Chau Pui-fun as manager of the Southern District candidacies. Ma, who went on sick leave on Tuesday, had twice questioned Wong on his allegiance to China. But Ma did not issue a decision as to whether the 23-year-old activist was cleared to run in district council elections next month. “All district officers from Eastern, Wan Chai and Central and Western Districts turned down the offer,” said the government insider. “So that’s why officials turned to Laura.”	SCMP
