	url	date	headline	body	source
0	https://www.scmp.com/news/hong-kong/law-and-crime/article/3039603/hong-kong-police-receive-1200-complaints-over-handling	2019-11-28	Hong Kong police receive 1,200 complaints over handling of anti-government protests	Hong Kong police have received more than 1,200 complaints over their handling of often violent anti-government protests, according to the city’s security minister, who added no officers have been disciplined so far. John Lee Ka-chiu also told the Legislative Council there had been about 5,800 protest-related arrests since June, when the now-withdrawn extradition bill sparked months of unrest. now-withdrawn extradition bill The demonstrations intensified this month as radicals repeatedly caused carnage during working hours, vandalising businesses with mainland China links, bringing down transport links and launching petrol bombs at police, who have hit back with tear gas, baton charges and mass arrests. Of those detained at 900 demonstrations since June 9, 932 suspects have been charged, according to the government.	SCMP
1	https://www.scmp.com/news/hong-kong/politics/article/3039591/hong-kong-police-mull-entering-besieged-campus-warrant	2019-11-28	Polytechnic University siege: Hong Kong police to enter campus to remove weapons, dangerous substances and gather evidence of vandalism	Hong Kong police are preparing to enter Polytechnic University on Thursday morning to clear hazardous chemicals and weapons and gather evidence of vandalism after violent protests resulted in a lockdown of the campus since November 17. The force reached an agreement with the university management on Wednesday afternoon for its operation to proceed. A team comprising bomb disposal officers, detectives, police negotiators, firefighters, paramedics, social workers and clinical psychologists will be sent in, Yau Tsim district commander, Chief Superintendent Ho Yun-sing, said after meeting PolyU leaders on Wednesday. “Our main goal is to restore the safety of the campus and reopen it as soon as possible,” he said.	SCMP
2	https://www.scmp.com/news/hong-kong/politics/article/3039539/hundreds-back-hong-kong-streets-lunchtime-anti-government	2019-11-27	After district council elections and with campus siege dying down, Hong Kong’s lunchtime protests shrink	Hong Kong’s lunchtime protests drew smaller crowds on Wednesday than they did before election weekend, with just 400 or so rallying in key commercial and residential districts, blocking roads and disrupting traffic. The demonstrators – mostly wearing masks – chanted slogans such as “Hong Kong has not won yet” and “Give back the campus”, a reference to the police blockade of Polytechnic University, where a dwindling number of radical protesters have been holed up for more than a week. In Central, about 100 people packed the footbridge between the World-Wide House office tower and the stock exchange complex, with a similar number on a footbridge between Prince’s Building and Jardine House. Across the harbour, another 100 people or so gathered in Kwun Tong, making their way along Tsun Yip Street and Hung To Street, holding up traffic at the junction. Two colleagues surnamed Wan and Kwong, who work in the garment industry, said they had been going to midday protests regularly for more than a month.	SCMP
3	https://www.scmp.com/news/hong-kong/transport/article/3039495/long-queues-normal-service-resumes-major-hong-kong-tunnel	2019-11-27	Cross-Harbour Tunnel in Hong Kong reopens with long queues for buses after rampage by radical protesters closed link for two weeks	Commuters faced long queues at a major bus interchange in Hong Kong when the Cross-Harbour Tunnel finally reopened after damage caused by radical protesters forced its two-week closure. Traffic crossed the key link between Hung Hom and Causeway for the first time in a fortnight from 5am on Wednesday. Within two hours, bus passengers were enduring lengthy waits at the Hung Hom toll plaza as they tried to board services to Hong Kong Island. Additional staff were on hand to help deal with the crowds. Hong Kong’s Cross-Harbour Tunnel reopens after two-week closure amid protest chaos Hong Kong’s Cross-Harbour Tunnel reopens after two-week closure amid protest chaos Hong Kong’s Cross-Harbour Tunnel reopens after two-week closure amid protest chaos The tunnel is a vital thoroughfare connecting Kowloon to Hong Kong Island, with about 110,000 private and public vehicles crossing daily.	SCMP
4	https://www.scmp.com/news/china/politics/article/3039468/taiwan-president-tsai-ing-wen-looks-boost-claims-chinese-spy	2019-11-27	Taiwanese President Tsai Ing-wen looks for boost from claims ‘Chinese spy’ helped her rival	Taiwanese President Tsai Ing-wen’s re-election campaign has been given a fresh boost after a self-professed mainland Chinese spy claimed that he had worked on operations to infiltrate and disrupt the island’s democratic system. The claims by Wang Liqiang – who also said he had carried out undercover operations in Hong Kong – have yet to be confirmed by Australia, where he is seeking political asylum. claims by Wang Liqiang However, the case has already become an explosive topic on the self-ruled island, with Tsai and her Democratic Progressive Party using it to illustrate what they describe as a serious threat from Beijing. While Tsai has not explicitly tied the claims to her campaign for the January 11 presidential vote, analysts believe the case is a godsend to the president, whose pledge earlier this year to prevent Beijing from swallowing up the island has acquired greater resonance with voters in recent months. ‘Chinese spy defector’ says he helped China’s interference in Hong Kong and Taiwan ‘Chinese spy defector’ says he helped China’s interference in Hong Kong and Taiwan ‘Chinese spy defector’ says he helped China’s interference in Hong Kong and Taiwan “No one can deny that China has long wanted to retake Taiwan … and for a long time, it has been a known fact that China has used spies to infiltrate Taiwan,” William Lai Ching-te, Tsai’s running mate, told a campaign rally in the southern county of Pingtung on Tuesday.	SCMP
5	https://www.scmp.com/news/china/politics/article/3039474/time-beijing-rethink-hong-kong-script-after-pan-democrat	2019-12-01	Time for Beijing to rethink Hong Kong script after pan-democrat landslide, Chinese analysts say	The results of Hong Kong’s district council elections on Sunday were worse than expected and Beijing should start considering how the outcome will affect the 2022 race for the city’s chief executive, mainland specialists on Hong Kong affairs have warned. Hong Kong’s district council elections “Beijing was psychologically prepared, but it did not expect [that the pro-establishment camp] would suffer such a severe defeat,” Wuhan University law professor Qin Qianhong said. A central government official agreed that Beijing was surprised by the landslide win for the pan-democrats. “We know it was going to be a tough fight as some pro-establishment candidates said they faced verbal abuse when they walked the district, but the number of seats [the pro-establishment camp] won was below our expectation,” he said.	SCMP
6	https://www.scmp.com/news/china/diplomacy/article/3039487/us-secretary-state-hammers-china-hong-kong-and-xinjiang	2019-11-27	US Secretary of State Mike Pompeo hammers China on Hong Kong and Xinjiang	America’s top diplomat poked at two of Beijing’s pressure points on Tuesday, calling on China to let democracy reign in Hong Kong while urging the Asian giant to free hundreds of thousands of Uygurs held in detention camps in Xinjiang. US Secretary of State Mike Pompeo expressed support for the people of Hong Kong and the results of “free, fair and peaceful district elections” held over the weekend. On Sunday, more than 70 per cent of eligible voters cast ballots, voting overwhelmingly in favour of pro-democracy candidates who won 17 of 18 council districts. “We congratulate the people of Hong Kong,” he said. “The United States continues to support democratic values, fundamental freedoms in Hong Kong as guaranteed by the ‘one country, two systems’ framework, and aspirations of the Hong Kong people.” Pompeo said also that recently leaked Communist Party documents confirmed China was committing “very significant” human rights abuses against Uygurs and other Muslim minorities in mass detention in Xinjiang. “It shows that it’s not random and it is intentional and that it is ongoing,” he said. Donald Trump set to have final say on Hong Kong democracy act as US Senate passes it Donald Trump set to have final say on Hong Kong democracy act as US Senate passes it Donald Trump set to have final say on Hong Kong democracy act as US Senate passes it The Chinese embassy in Washington did not immediately respond to a request for comment.	SCMP
7	https://www.scmp.com/news/hong-kong/politics/article/3039478/hong-kong-protests-officials-withdraw-hk250-million-funding	2019-11-27	Hong Kong protests: officials withdraw HK$250 million in funding requests for two universities after disquiet at lack of control over campuses voiced by pro-government lawmakers	Officials have pulled HK$250 million (US$32 million) in funding proposals for medical teaching facilities at two of Hong Kong’s top universities after pro-Beijing lawmakers expressed dismay over management’s handling of protests on their campuses, the Post has learned. Post The Financial Services and the Treasury Bureau wrote to lawmakers on Tuesday that it had decided to withdraw the funding requests for two projects at the University of Hong Kong and Chinese University, saying that some Legislative Council members had expressed concerns over the proposals. Legislative Council This was the second time in two weeks that the government had pulled a proposal at Legco’s Finance Committee involving building university facilities, as campuses became the latest battlefields of the continuing political unrest. continuing political unrest A pro-establishment lawmaker, who wished to remain anonymous, said the camp was very unhappy with what had recently happened at universities and thought that the presidents and management had failed to control their institutions. Inside the occupied Hong Kong Polytechnic University campus Inside the occupied Hong Kong Polytechnic University campus Inside the occupied Hong Kong Polytechnic University campus “So we want to understand thoroughly how the schools will manage or rectify the current situation of having no regulations on campus before agreeing to approve the funding requests,” he said, adding that most in the camp refused to give the nod.	SCMP
8	https://www.scmp.com/news/china/politics/article/3039453/american-democracy-group-takes-aim-beijings-black-hand-claims	2019-11-27	American democracy group slams Beijing’s claim it is ‘black hand’ behind Hong Kong protests, as National Democratic Institute head calls it ‘patently false’	The head of an American organisation has hit back at accusations from Beijing that it is a “black hand” behind the months-long protests in Hong Kong, calling the claim “patently false” and an attempt to spread misinformation.  months-long protests in Hong Kong   Derek Mitchell, president of the National Democratic Institute (NDI), a US Congress-funded organisation supporting democratic practices, made the rebuttal after Beijing’s top diplomat lashed out at the US over congressional passage of the Hong Kong Human Rights and Democracy Act. “Beijing has claimed that the NDI, among others, has been involved in promoting Hong Kong independence or fomenting revolution or rebellion – the so-called ‘black hand’,” Mitchell said on Tuesday in an address at the Foreign Correspondents’ Club of Hong Kong. “Let me say conclusively that’s patently false.” Donald Trump set to have final say on Hong Kong democracy act as US Senate passes it Donald Trump set to have final say on Hong Kong democracy act as US Senate passes it Donald Trump set to have final say on Hong Kong democracy act as US Senate passes it China has long accused “Western hostile forces” – such as the United States and Britain – of playing a behind-the-scenes role in instigating protests in Hong Kong as part of a broader effort to undermine Communist Party rule, with the NDI and its partner the National Endowment for Democracy (NED) frequent targets of Beijing’s ire.	SCMP
9	https://www.scmp.com/news/hong-kong/education/article/3039464/baptist-university-president-roland-chin-step-down-insists	2019-11-27	Baptist University president Roland Chin to step down but insists ongoing Hong Kong protests have nothing to do with decision	Baptist University president Roland Chin Tai-hong announced on Tuesday he would step down after his five-year tenure ends next August but stressed his decision had nothing to do with Hong Kong’s ongoing protest crisis that has placed varsity dons under pressure and turned campuses into battlegrounds. protest crisis Chin, 68, revealed his decision to not opt for a second term in a letter to students, staff and alumni, explaining the only reason he had chosen to retire after assuming the position more than four years ago was because he had passed normal retirement age. “I chose to retire not because of the current political turmoil. On the contrary, I almost changed my mind and decided to stay on longer because of the recent social unrest. But my family said no. I’m retiring not because of the pressure or the workload,” he said. Chin, who assumed office as the fifth president and vice-chancellor of Baptist University on September 1, 2015, took the helm from Albert Chan Sun-chi, who also served one term and retired at the age of 64. He is also chair professor of computer science and previously served as provost and deputy vice-chancellor at the University of Hong Kong from 2010 to 2015.	SCMP
